statement,disease
"আমার ধানের পাতা এমনভাবে পুড়ছে যে, খেতটার একটা পচা গন্ধ বাইর হইছে।",Bacterial Leaf Blight
"ধানের পাতার আগা থেইকা যে মরা ভাবটা শুরু হইছে, সেইটা এখন ধানের খোলেও লাইগা গেছে।",Bacterial Leaf Blight
"আমার ধানের চারাগুলা সব গোড়া থেইকা না, বরং পাতা শুকায়া মইরা যাইতাছে।",Bacterial Leaf Blight
এই পাতা পোড়া রোগে আমার কচি ধানের চারাগুলা আর মাথা তুইল্লাই দাঁড়াইতে পারলো না।,Bacterial Leaf Blight
"আমার ধানের পাতার কিনারগুলা সব এমনভাবে শুকাইছে যে, আর কোনো সবুজ অংশই বাকি নাই।",Bacterial Leaf Blight
এই পাতা পোড়া রোগটা কি আমার ধানের সব জাতকেই শেষ কইরা দিবো?,Bacterial Leaf Blight
"আমার ধানের পাতা এমনভাবে নষ্ট হইছে যে, এই খেত আর রাইখা কোনো লাভ নাই।",Bacterial Leaf Blight
"ধানের পাতার আগাটা এমনভাবে পইচা যাইতাছে যে, হাত দিলেই লাইগা আসে।",Bacterial Leaf Blight
আমার ধানের পাতা পোড়া দেইখা আমার আর বাঁচার ইচ্ছাই করতাছে না।,Bacterial Leaf Blight
এই পাতা পোড়া রোগের কারণে আমার ধানের গাছগুলার আর কোনো ভবিষ্যৎই নাই।,Bacterial Leaf Blight
"আমার ধানের পাতার সাইডগুলা সব শুকায়া এমন হইছে যে, ধানের আর কোনো ছায়া নাই।",Bacterial Leaf Blight
এইবার আমার ধানের পাতা পোড়া দেইখা মনে হইতাছে আমার সব আশাভরসাই শেষ হইয়া গেলো।,Bacterial Leaf Blight
"আমার ধানের পাতার কিনারগুলা সব এমনভাবে মইরা গেছে যে, আর কোনো কিছুই করার নাই। 😥",Bacterial Leaf Blight
এই পাতা পোড়া রোগটা আমার সব লাভজনকতাই কাইড়া নিলো।,Bacterial Leaf Blight
আমার ধানের পাতা দেইখা মনে হইতাছে এইবার আর ছেলেমেয়ের স্কুলের বেতন দিতে পারমু না।,Bacterial Leaf Blight
"ধানের পাতার আগা থেইকা যে পোড়া ভাবটা শুরু হইছে, সেইটা এখন পুরা ধানের গোছাটারে ধইরা ফেলছে।",Bacterial Leaf Blight
"আমার ধানের পাতা পোড়া রোগটা এইবার এত ভয়াবহ যে, কৃষি অফিস থেইকাও লোক দেখতে আসছিলো।",Bacterial Leaf Blight
এই পাতা পোড়া রোগে আমার ধানের সব পুষ্টিই নষ্ট হইয়া গেলো।,Bacterial Leaf Blight
"আমার ধানের পাতার কিনারগুলা সব এমনভাবে নষ্ট হইছে যে, আর কোনো উপায়ই দেখতাছি না।",Bacterial Leaf Blight
এই পাতা পোড়া রোগটা আমার সব জমানো টাকাই কাইড়া নিলো।,Bacterial Leaf Blight
আমার ধানের পাতা দেইখা মনে হইতাছে এইবার আর বাড়ি ফেরার কোনো পথ নাই।,Bacterial Leaf Blight
